message,label
"رسالة عاجلة من الإنماء: يوجد تحويل مشبوه بقيمة 10,000 ريال، أوقفه الآن من هنا: bit.ly/verify-acc",phishing
بنك Alinma: سيتم حظر بطاقتك خلال 24 ساعة ما لم تؤكد هويتك عبر: alinma-update.top,phishing
"مبروك! ربحت 25,000 ريال من بنك Alinma. اضغط هنا للمطالبة: secure-alinma.info",phishing
شكرًا لتعاملكم مع Alinma. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 6706.,safe
"تم تحويل 5,000 ريال من حسابك بنجاح في الإنماء. الرقم المرجعي 3948.",safe
Reminder: your الإنماء credit card payment is due in 6 days.,safe
مبروك! ربحت 500 ريال من بنك الإنماء. اضغط هنا للمطالبة: alinma-secure.xyz,phishing
"SAR 25,000 was successfully transferred from your الإنماء account. Ref 7461.",safe
"تم تحويل 25,000 ريال من حسابك بنجاح في الإنماء. الرقم المرجعي 3390.",safe
شكرًا لتعاملكم مع الإنماء. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 6816.,safe
Your الإنماء OTP is 8248. Do not share it with anyone.,safe
رمز التحقق الخاص بك من بنك Alinma هو 4684. لا تشاركه مع أحد.,safe
"Thank you for banking with الإنماء. Check your balance in the official app, request 4666.",safe
"Urgent Alinma notice: suspicious transfer of SAR 25,000 detected, cancel here: bit.ly/verify-acc",phishing
"رسالة عاجلة من الإنماء: يوجد تحويل مشبوه بقيمة 25,000 ريال، أوقفه الآن من هنا: secure-alinma.info",phishing
"Urgent الإنماء notice: suspicious transfer of SAR 5,000 detected, cancel here: alinma-secure.xyz",phishing
"Urgent الإنماء notice: suspicious transfer of SAR 500 detected, cancel here: alinma-secure.xyz",phishing
تنبيه: تم رصد نشاط غير معتاد على حسابك في بنك Alinma. حدّث بياناتك الآن: alinma-secure.xyz,phishing
"SAR 5,000 was successfully transferred from your الإنماء account. Ref 7164.",safe
رسالة عاجلة من Alinma: يوجد تحويل مشبوه بقيمة 500 ريال، أوقفه الآن من هنا: alinma-secure.xyz,phishing
Your Alinma OTP is 7939. Do not share it with anyone.,safe
تنبيه: تم رصد نشاط غير معتاد على حسابك في بنك الإنماء. حدّث بياناتك الآن: alinma-secure.xyz,phishing
رمز التحقق الخاص بك من بنك الإنماء هو 8225. لا تشاركه مع أحد.,safe
"مبروك! ربحت 10,000 ريال من بنك الإنماء. اضغط هنا للمطالبة: bit.ly/verify-acc",phishing
"Thank you for banking with Alinma. Check your balance in the official app, request 1613.",safe
"Thank you for banking with الإنماء. Check your balance in the official app, request 9008.",safe
"تم تحويل 10,000 ريال من حسابك بنجاح في Alinma. الرقم المرجعي 3444.",safe
شكرًا لتعاملكم مع Alinma. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 6700.,safe
"SAR 1,200 was successfully transferred from your Alinma account. Ref 1621.",safe
"SAR 25,000 was successfully transferred from your الإنماء account. Ref 4401.",safe
تذكير: موعد سداد بطاقتك الائتمانية لدى الإنماء خلال 1 أيام.,safe
"تم تحويل 1,200 ريال من حسابك بنجاح في Alinma. الرقم المرجعي 1527.",safe
"تم تحويل 1,200 ريال من حسابك بنجاح في Alinma. الرقم المرجعي 6253.",safe
Your الإنماء OTP is 9655. Do not share it with anyone.,safe
"Thank you for banking with الإنماء. Check your balance in the official app, request 5488.",safe
شكرًا لتعاملكم مع Alinma. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 4971.,safe
"Thank you for banking with الإنماء. Check your balance in the official app, request 6509.",safe
"Thank you for banking with الإنماء. Check your balance in the official app, request 7732.",safe
Your Alinma OTP is 6081. Do not share it with anyone.,safe
شكرًا لتعاملكم مع Alinma. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 1370.,safe
"تم تحويل 10,000 ريال من حسابك بنجاح في الإنماء. الرقم المرجعي 7266.",safe
رمز التحقق الخاص بك من بنك Alinma هو 4150. لا تشاركه مع أحد.,safe
بنك الإنماء: سيتم حظر بطاقتك خلال 24 ساعة ما لم تؤكد هويتك عبر: bit.ly/verify-acc,phishing
"تم تحويل 1,200 ريال من حسابك بنجاح في Alinma. الرقم المرجعي 4948.",safe
رمز التحقق الخاص بك من بنك Alinma هو 5054. لا تشاركه مع أحد.,safe
Your Alinma OTP is 6488. Do not share it with anyone.,safe
شكرًا لتعاملكم مع Alinma. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 6890.,safe
"Congratulations! You won SAR 25,000 from Alinma. Claim here: alinma-secure.xyz",phishing
"رسالة عاجلة من Alinma: يوجد تحويل مشبوه بقيمة 10,000 ريال، أوقفه الآن من هنا: bit.ly/verify-acc",phishing
عزيزي عميل بنك الإنماء، حسابك سيتم إيقافه اليوم. يرجى التحقق فورًا عبر الرابط: bit.ly/verify-acc,phishing
"رسالة عاجلة من الإنماء: يوجد تحويل مشبوه بقيمة 5,000 ريال، أوقفه الآن من هنا: alinma-update.top",phishing
"Dear Alinma customer, your account will be suspended today. Verify immediately: alinma-update.top",phishing
"تم تحويل 25,000 ريال من حسابك بنجاح في Alinma. الرقم المرجعي 9715.",safe
مبروك! ربحت 500 ريال من بنك Alinma. اضغط هنا للمطالبة: alinma-update.top,phishing
شكرًا لتعاملكم مع الإنماء. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 8303.,safe
Unusual activity detected on your الإنماء account. Update your info now: alinma-update.top,phishing
"SAR 5,000 was successfully transferred from your الإنماء account. Ref 4522.",safe
"رسالة عاجلة من الإنماء: يوجد تحويل مشبوه بقيمة 10,000 ريال، أوقفه الآن من هنا: alinma-update.top",phishing
"SAR 1,200 was successfully transferred from your الإنماء account. Ref 7563.",safe
شكرًا لتعاملكم مع Alinma. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 6651.,safe
تذكير: موعد سداد بطاقتك الائتمانية لدى الإنماء خلال 4 أيام.,safe
تنبيه: تم رصد نشاط غير معتاد على حسابك في بنك الإنماء. حدّث بياناتك الآن: alinma-update.top,phishing
Your Alinma OTP is 3458. Do not share it with anyone.,safe
Unusual activity detected on your الإنماء account. Update your info now: alinma-secure.xyz,phishing
شكرًا لتعاملكم مع الإنماء. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 7481.,safe
رمز التحقق الخاص بك من بنك الإنماء هو 6674. لا تشاركه مع أحد.,safe
"SAR 10,000 was successfully transferred from your Alinma account. Ref 3332.",safe
"Thank you for banking with Alinma. Check your balance in the official app, request 1417.",safe
"Urgent الإنماء notice: suspicious transfer of SAR 1,200 detected, cancel here: secure-alinma.info",phishing
Your الإنماء OTP is 3248. Do not share it with anyone.,safe
"Thank you for banking with الإنماء. Check your balance in the official app, request 5408.",safe
Your الإنماء OTP is 9450. Do not share it with anyone.,safe
تذكير: موعد سداد بطاقتك الائتمانية لدى Alinma خلال 7 أيام.,safe
"رسالة عاجلة من Alinma: يوجد تحويل مشبوه بقيمة 25,000 ريال، أوقفه الآن من هنا: alinma-update.top",phishing
"SAR 5,000 was successfully transferred from your Alinma account. Ref 6761.",safe
"رسالة عاجلة من الإنماء: يوجد تحويل مشبوه بقيمة 5,000 ريال، أوقفه الآن من هنا: alinma-secure.xyz",phishing
رمز التحقق الخاص بك من بنك الإنماء هو 9767. لا تشاركه مع أحد.,safe
رمز التحقق الخاص بك من بنك Alinma هو 7813. لا تشاركه مع أحد.,safe
"Thank you for banking with Alinma. Check your balance in the official app, request 5813.",safe
رمز التحقق الخاص بك من بنك Alinma هو 7021. لا تشاركه مع أحد.,safe
رمز التحقق الخاص بك من بنك الإنماء هو 9700. لا تشاركه مع أحد.,safe
رسالة عاجلة من Alinma: يوجد تحويل مشبوه بقيمة 500 ريال، أوقفه الآن من هنا: secure-alinma.info,phishing
بنك Alinma: سيتم حظر بطاقتك خلال 24 ساعة ما لم تؤكد هويتك عبر: bit.ly/verify-acc,phishing
SAR 500 was successfully transferred from your الإنماء account. Ref 2010.,safe
تذكير: موعد سداد بطاقتك الائتمانية لدى Alinma خلال 4 أيام.,safe
شكرًا لتعاملكم مع Alinma. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 6980.,safe
"مبروك! ربحت 25,000 ريال من بنك Alinma. اضغط هنا للمطالبة: alinma-update.top",phishing
Your Alinma OTP is 4742. Do not share it with anyone.,safe
رمز التحقق الخاص بك من بنك Alinma هو 9950. لا تشاركه مع أحد.,safe
شكرًا لتعاملكم مع الإنماء. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 6993.,safe
"تم تحويل 25,000 ريال من حسابك بنجاح في الإنماء. الرقم المرجعي 9653.",safe
"Thank you for banking with الإنماء. Check your balance in the official app, request 2730.",safe
Your Alinma OTP is 7418. Do not share it with anyone.,safe
SAR 500 was successfully transferred from your الإنماء account. Ref 2669.,safe
شكرًا لتعاملكم مع Alinma. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 8357.,safe
Your Alinma OTP is 3079. Do not share it with anyone.,safe
"Urgent Alinma notice: suspicious transfer of SAR 500 detected, cancel here: secure-alinma.info",phishing
"Urgent الإنماء notice: suspicious transfer of SAR 25,000 detected, cancel here: bit.ly/verify-acc",phishing
"Urgent Alinma notice: suspicious transfer of SAR 25,000 detected, cancel here: secure-alinma.info",phishing
SAR 500 was successfully transferred from your Alinma account. Ref 9674.,safe
"Congratulations! You won SAR 1,200 from Alinma. Claim here: secure-alinma.info",phishing
Reminder: your Alinma credit card payment is due in 3 days.,safe
Unusual activity detected on your الإنماء account. Update your info now: bit.ly/verify-acc,phishing
"SAR 5,000 was successfully transferred from your Alinma account. Ref 2391.",safe
تم تحويل 500 ريال من حسابك بنجاح في Alinma. الرقم المرجعي 7999.,safe
Alinma Alert: your card will be blocked in 24h unless you confirm your identity: secure-alinma.info,phishing
Alert: a new login to your الإنماء account was detected from a known device today.,safe
"مبروك! ربحت 5,000 ريال من بنك الإنماء. اضغط هنا للمطالبة: secure-alinma.info",phishing
رمز التحقق الخاص بك من بنك الإنماء هو 8834. لا تشاركه مع أحد.,safe
"رسالة عاجلة من Alinma: يوجد تحويل مشبوه بقيمة 1,200 ريال، أوقفه الآن من هنا: secure-alinma.info",phishing
"Congratulations! You won SAR 5,000 from الإنماء. Claim here: bit.ly/verify-acc",phishing
شكرًا لتعاملكم مع Alinma. رصيدكم الحالي متاح عبر التطبيق الرسمي، رقم الطلب 4996.,safe
SAR 500 was successfully transferred from your Alinma account. Ref 8552.,safe
"Congratulations! You won SAR 5,000 from الإنماء. Claim here: alinma-update.top",phishing
